gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF
ENSG00000143324.13	XPR1	protein_coding	+	23.58	20.63	Interior_Act1	8.76	7.05	Interior_Act3
ENSG00000143333.6	RGS16	protein_coding	-	5.27	4.61	Interior_Act3	0.18	0.15	Interior_Repr2
ENSG00000143337.18	TOR1AIP1	protein_coding	+	12.23	10.71	Interior_Act3	19.09	15.36	Interior_Act3
ENSG00000143340.6	FAM163A	protein_coding	+	0.07	0.06	Interior_Act3	0	0	Interior_Repr2
ENSG00000143341.11	HMCN1	protein_coding	+	7.82	6.84	Lamina	13.43	10.81	Interior_Act3
ENSG00000143344.15	RGL1	protein_coding	+	1.28	1.12	Interior_Act3	7.72	6.21	Interior_Act1
ENSG00000143353.11	LYPLAL1	protein_coding	+	12.78	11.18	Lamina	18.27	14.7	Interior_Repr2
ENSG00000143355.15	LHX9	protein_coding	+	0	0	Interior_Act3	22.52	18.13	Interior_Act3
ENSG00000143363.16	PRUNE1	protein_coding	+	17.63	15.42	Speckle	6.23	5.02	Speckle
ENSG00000143365.17	RORC	protein_coding	-	0.29	0.25	Interior_Act2	0	0	Interior_Act1
ENSG00000143367.15	TUFT1	protein_coding	+	5.61	4.9	Interior_Act2	9.19	7.39	Speckle
ENSG00000143368.9	SF3B4	protein_coding	-	65.33	57.17	Speckle	57.41	46.2	Interior_Act1
ENSG00000143369.14	ECM1	protein_coding	+	0.51	0.44	Speckle	41.24	33.19	Speckle
ENSG00000143373.17	ZNF687	protein_coding	+	24.62	21.54	Speckle	8.12	6.53	Speckle
ENSG00000143374.16	TARS2	protein_coding	+	20.98	18.36	Speckle	14.26	11.48	Speckle
ENSG00000143375.14	CGN	protein_coding	+	28.27	24.74	Interior_Act2	0.25	0.2	Speckle
ENSG00000143376.13	SNX27	protein_coding	+	35.14	30.75	Interior_Act2	8.64	6.95	Interior_Act1
ENSG00000143379.12	SETDB1	protein_coding	+	26.2	22.93	Speckle	21.85	17.58	Speckle
ENSG00000143382.14	ADAMTSL4	protein_coding	+	2.9	2.54	Speckle	57.89	46.59	Speckle
ENSG00000143384.12	MCL1	protein_coding	-	116.89	102.29	Speckle	64.63	52.01	Speckle
ENSG00000143387.12	CTSK	protein_coding	-	1.47	1.29	Speckle	33.81	27.21	Speckle
ENSG00000143390.17	RFX5	protein_coding	-	32.07	28.06	Speckle	18.36	14.78	Speckle
ENSG00000143393.16	PI4KB	protein_coding	-	16.16	14.14	Speckle	30.53	24.57	Speckle
ENSG00000143398.19	PIP5K1A	protein_coding	+	47	41.13	Speckle	42.45	34.16	Speckle
ENSG00000143401.14	ANP32E	protein_coding	-	66.26	57.98	Speckle	8.56	6.89	Speckle
ENSG00000143409.15	MINDY1	protein_coding	-	6.12	5.36	Speckle	5.83	4.7	Speckle
ENSG00000143412.9	ANXA9	protein_coding	+	0.98	0.85	Speckle	0.4	0.32	Speckle
ENSG00000143416.20	SELENBP1	protein_coding	-	10.74	9.4	Speckle	3.88	3.12	Speckle
ENSG00000143418.19	CERS2	protein_coding	-	127.41	111.49	Speckle	123.98	99.78	Speckle
ENSG00000143420.18	ENSA	protein_coding	-	123.19	107.8	Speckle	47.67	38.36	Speckle
ENSG00000143434.15	SEMA6C	protein_coding	-	8.42	7.37	Speckle	2.24	1.8	Speckle
ENSG00000143436.10	MRPL9	protein_coding	-	60.43	52.88	Interior_Act2	42.94	34.56	Interior_Act1
ENSG00000143437.20	ARNT	protein_coding	-	15.78	13.81	Speckle	12.84	10.33	Speckle
ENSG00000143442.21	POGZ	protein_coding	-	56.36	49.32	Interior_Act2	61.38	49.4	Speckle
ENSG00000143443.9	C1orf56	protein_coding	+	1.63	1.42	Speckle	3.34	2.69	Speckle
ENSG00000143450.16	OAZ3	protein_coding	+	0.37	0.32	Interior_Act2	1.93	1.55	Interior_Act1
ENSG00000143452.15	HORMAD1	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000143457.10	GOLPH3L	protein_coding	-	21.89	19.16	Speckle	13.83	11.13	Speckle
ENSG00000143458.11	GABPB2	protein_coding	+	1.27	1.11	Speckle	6.14	4.94	Speckle
ENSG00000143469.18	SYT14	protein_coding	+	9.9	8.67	Interior_Act3	0.84	0.68	Interior_Act3
ENSG00000143473.12	KCNH1	protein_coding	-	0.18	0.16	Interior_Act3	7.25	5.83	Interior_Act3
ENSG00000143476.17	DTL	protein_coding	+	25.2	22.06	Interior_Act3	1.73	1.39	Interior_Act3
ENSG00000143479.16	DYRK3	protein_coding	+	4.54	3.98	Interior_Act1	8.8	7.08	Interior_Act1
ENSG00000143486.15	EIF2D	protein_coding	-	19.39	16.97	Interior_Act1	43.94	35.36	Interior_Act1
ENSG00000143493.12	INTS7	protein_coding	-	12.05	10.55	Interior_Act3	7.77	6.25	Interior_Act3
ENSG00000143494.15	VASH2	protein_coding	+	100.29	87.76	Interior_Act1	0	0	Interior_Repr2
ENSG00000143498.17	TAF1A	protein_coding	-	8.96	7.84	Interior_Act3	1.88	1.51	Interior_Act3
ENSG00000143499.13	SMYD2	protein_coding	+	2.77	2.42	Interior_Act1	20.63	16.6	Interior_Act3
ENSG00000143502.14	SUSD4	protein_coding	-	2.09	1.83	Interior_Act3	0.06	0.05	Interior_Repr2
ENSG00000143507.17	DUSP10	protein_coding	-	0.64	0.56	Lamina	7.07	5.69	Interior_Act3
ENSG00000143512.12	HHIPL2	protein_coding	-	0.2	0.17	Interior_Act3	0.21	0.17	Interior_Act3
ENSG00000143514.16	TP53BP2	protein_coding	-	20.77	18.18	Interior_Act1	8.41	6.77	Interior_Act1
ENSG00000143515.16	ATP8B2	protein_coding	+	32.99	28.87	Speckle	28.69	23.09	Speckle
ENSG00000143520.6	FLG2	protein_coding	-	0	0	Near_Lm1	0	0	Interior_Repr2
ENSG00000143536.7	CRNN	protein_coding	-	0	0	Near_Lm1	0	0	Interior_Repr2
ENSG00000143537.13	ADAM15	protein_coding	+	17.64	15.44	Speckle	32.52	26.17	Speckle
ENSG00000143543.14	JTB	protein_coding	-	48.92	42.81	Speckle	117.78	94.79	Speckle
ENSG00000143545.8	RAB13	protein_coding	-	84.48	73.92	Speckle	120.68	97.12	Speckle
ENSG00000143546.9	S100A8	protein_coding	-	0	0	Interior_Act2	0.51	0.41	Interior_Repr1
ENSG00000143549.19	TPM3	protein_coding	-	307.34	268.95	Speckle	107.14	86.22	Speckle
ENSG00000143552.9	NUP210L	protein_coding	-	0.01	0.01	Speckle	0	0	Speckle
ENSG00000143553.10	SNAPIN	protein_coding	+	13.8	12.07	Interior_Act2	35.21	28.33	Speckle
ENSG00000143554.13	SLC27A3	protein_coding	+	21	18.38	Speckle	13.47	10.84	Speckle
ENSG00000143556.8	S100A7	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Repr1
ENSG00000143569.18	UBAP2L	protein_coding	+	136.39	119.35	Speckle	116.32	93.61	Speckle
ENSG00000143570.17	SLC39A1	protein_coding	-	127.56	111.62	Speckle	49.95	40.2	Speckle
ENSG00000143575.14	HAX1	protein_coding	+	44.13	38.62	Speckle	163.04	131.21	Speckle
ENSG00000143578.15	CREB3L4	protein_coding	+	18.49	16.18	Speckle	5.99	4.82	Speckle
ENSG00000143590.13	EFNA3	protein_coding	+	5.8	5.07	Speckle	0.73	0.59	Speckle
ENSG00000143595.12	AQP10	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000143603.18	KCNN3	protein_coding	-	1.48	1.3	Speckle	0	0	Interior_Act2
ENSG00000143612.20	C1orf43	protein_coding	-	62.81	54.96	Speckle	73.28	58.97	Speckle
ENSG00000143614.9	GATAD2B	protein_coding	-	21.02	18.4	Speckle	7.7	6.19	Speckle
ENSG00000143621.16	ILF2	protein_coding	-	209.01	182.9	Interior_Act2	60.17	48.43	Speckle
ENSG00000143622.10	RIT1	protein_coding	-	13.6	11.9	Speckle	12.03	9.68	Speckle
ENSG00000143624.13	INTS3	protein_coding	+	35.89	31.41	Speckle	57.28	46.1	Speckle
ENSG00000143627.19	PKLR	protein_coding	-	1.25	1.09	Speckle	0	0	Speckle
ENSG00000143630.9	HCN3	protein_coding	+	3.44	3.01	Speckle	3.99	3.21	Speckle
ENSG00000143631.10	FLG	protein_coding	-	0	0	Near_Lm1	0.01	0.01	Interior_Repr2
ENSG00000143632.14	ACTA1	protein_coding	-	31.27	27.36	Speckle	0	0	Interior_Repr2
ENSG00000143633.12	C1orf131	protein_coding	-	7.74	6.77	Interior_Act2	9.24	7.43	Interior_Repr2
ENSG00000143641.9	GALNT2	protein_coding	+	40.41	35.36	Interior_Act1	26.61	21.41	Interior_Repr2
ENSG00000143643.12	TTC13	protein_coding	-	3.81	3.33	Interior_Act1	9.08	7.31	Interior_Repr1
ENSG00000143653.9	SCCPDH	protein_coding	+	9.13	7.99	Interior_Act1	9.06	7.29	Interior_Act1
ENSG00000143669.13	LYST	protein_coding	-	0.31	0.27	Interior_Act1	6.68	5.37	Interior_Act1
ENSG00000143674.10	MAP3K21	protein_coding	+	11.71	10.25	Interior_Act3	0	0	Interior_Repr2
ENSG00000143702.15	CEP170	protein_coding	-	52.17	45.65	Interior_Act3	21.69	17.45	Interior_Act3
ENSG00000143727.15	ACP1	protein_coding	+	83.06	72.68	Interior_Act1	77.55	62.41	Interior_Repr2
ENSG00000143740.14	SNAP47	protein_coding	+	22.64	19.81	Interior_Act2	10.62	8.55	Interior_Repr1
ENSG00000143742.12	SRP9	protein_coding	+	239.46	209.55	Interior_Act1	66.74	53.71	Interior_Act1
ENSG00000143748.17	NVL	protein_coding	-	24.61	21.54	Interior_Act1	23.24	18.7	Interior_Act1
ENSG00000143751.9	SDE2	protein_coding	-	8.95	7.84	Speckle	2.53	2.04	Interior_Act1
ENSG00000143753.12	DEGS1	protein_coding	+	24.77	21.67	Interior_Act1	92.43	74.38	Interior_Act1
ENSG00000143756.11	FBXO28	protein_coding	+	22.81	19.96	Interior_Act1	5.13	4.13	Interior_Act1
ENSG00000143761.15	ARF1	protein_coding	+	142.49	124.69	Interior_Act2	278.66	224.26	Interior_Repr1
ENSG00000143768.12	LEFTY2	protein_coding	-	2.31	2.02	Interior_Act1	0	0	Interior_Act1
ENSG00000143771.11	CNIH4	protein_coding	+	40.89	35.78	Interior_Act1	43.23	34.79	Interior_Act1
ENSG00000143772.9	ITPKB	protein_coding	-	2.59	2.27	Speckle	1.06	0.85	Interior_Repr1
ENSG00000143774.16	GUK1	protein_coding	+	36.76	32.17	Interior_Act2	163.72	131.76	Interior_Repr1
ENSG00000143776.18	CDC42BPA	protein_coding	-	15.31	13.4	Interior_Act2	17.49	14.08	Interior_Act3
ENSG00000143786.7	CNIH3	protein_coding	+	3	2.62	Interior_Act1	1.76	1.41	Interior_Act1
ENSG00000143793.12	C1orf35	protein_coding	-	10.68	9.34	Interior_Act2	8.85	7.12	Interior_Repr1
ENSG00000143797.11	MBOAT2	protein_coding	-	12.59	11.02	Interior_Act3	30.2	24.3	Interior_Act1
ENSG00000143799.12	PARP1	protein_coding	-	223.41	195.5	Speckle	11.47	9.23	Interior_Repr1
ENSG00000143801.16	PSEN2	protein_coding	+	12.3	10.76	Interior_Act2	5.77	4.65	Interior_Repr1
ENSG00000143811.18	PYCR2	protein_coding	-	45.44	39.76	Interior_Act1	48.14	38.75	Interior_Act1
ENSG00000143815.14	LBR	protein_coding	-	48.19	42.17	Interior_Act1	2.47	1.99	Interior_Repr2
ENSG00000143816.7	WNT9A	protein_coding	-	0.6	0.52	Interior_Act2	0.37	0.3	Interior_Repr1
ENSG00000143819.12	EPHX1	protein_coding	+	42.46	37.16	Interior_Act1	56.97	45.85	Interior_Act1
ENSG00000143839.14	REN	protein_coding	-	0	0	Speckle	0	0	Interior_Act1
ENSG00000143842.14	SOX13	protein_coding	+	92.87	81.27	Speckle	5.51	4.43	Interior_Act1
ENSG00000143845.14	ETNK2	protein_coding	-	10.79	9.44	Speckle	2.2	1.77	Interior_Act1
ENSG00000143847.15	PPFIA4	protein_coding	+	5.31	4.65	Speckle	0.91	0.73	Speckle
ENSG00000143850.14	PLEKHA6	protein_coding	-	10.87	9.51	Speckle	6.08	4.89	Interior_Act1
ENSG00000143851.15	PTPN7	protein_coding	-	0	0	Interior_Act1	0	0	Speckle
ENSG00000143858.11	SYT2	protein_coding	-	5.91	5.17	Interior_Act1	0	0	Speckle
ENSG00000143862.7	ARL8A	protein_coding	-	31.54	27.6	Interior_Act1	45.18	36.36	Speckle
ENSG00000143867.6	OSR1	protein_coding	-	0.12	0.11	Lamina	3.91	3.15	Interior_Repr2
ENSG00000143869.6	GDF7	protein_coding	+	0.02	0.02	Interior_Act3	0.02	0.01	Interior_Act1
ENSG00000143870.12	PDIA6	protein_coding	-	206.35	180.57	Interior_Act1	74.03	59.58	Interior_Act1
ENSG00000143878.9	RHOB	protein_coding	+	5.1	4.47	Interior_Act1	59.08	47.55	Interior_Act1
ENSG00000143882.11	ATP6V1C2	protein_coding	+	0.4	0.35	Interior_Act1	0	0	Interior_Act1
ENSG00000143889.15	HNRNPLL	protein_coding	-	37.21	32.56	Interior_Act1	8.02	6.45	Interior_Act1
ENSG00000143891.16	GALM	protein_coding	+	7.01	6.13	Interior_Act1	9.63	7.75	Interior_Act1
ENSG00000143919.14	CAMKMT	protein_coding	+	12.01	10.51	Interior_Act1	6.22	5.01	Interior_Act3
ENSG00000143921.7	ABCG8	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Act3
ENSG00000143924.18	EML4	protein_coding	+	55.67	48.72	Interior_Act1	8.58	6.91	Interior_Act3
ENSG00000143933.16	CALM2	protein_coding	-	255.67	223.73	Interior_Act1	574.48	462.34	Interior_Act1
ENSG00000143942.4	CHAC2	protein_coding	+	5.99	5.24	Interior_Act3	0.22	0.18	Interior_Act1
ENSG00000143947.13	RPS27A	protein_coding	+	768.58	672.56	Interior_Act3	523.11	420.99	Interior_Act1
ENSG00000143951.15	WDPCP	protein_coding	-	13.85	12.12	Interior_Act1	1.88	1.51	Interior_Act3
ENSG00000143952.19	VPS54	protein_coding	-	7.09	6.21	Interior_Act1	8.32	6.69	Interior_Act3
ENSG00000143954.12	REG3G	protein_coding	+	0	0	Lamina	0	0	Lamina
ENSG00000143970.16	ASXL2	protein_coding	-	22.2	19.42	Interior_Act1	1.69	1.36	Interior_Act1
ENSG00000143971.8	ETAA1	protein_coding	+	14.56	12.74	Near_Lm2	5.7	4.58	Interior_Act3
ENSG00000143977.13	SNRPG	protein_coding	-	250.29	219.02	Interior_Act1	84.04	67.63	Interior_Act1
ENSG00000143994.13	ABHD1	protein_coding	+	0.11	0.09	Speckle	0	0	Speckle
ENSG00000143995.19	MEIS1	protein_coding	+	0.64	0.56	Interior_Repr1	24.76	19.93	Interior_Act3
ENSG00000144010.9	TRIM43B	protein_coding	-	0.04	0.03	Speckle	0	0	Speckle
ENSG00000144015.4	TRIM43	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000144021.2	CIAO1	protein_coding	+	34.19	29.92	Interior_Act2	33.26	26.77	Speckle
ENSG00000144026.11	ZNF514	protein_coding	-	7.16	6.27	Speckle	8.08	6.5	Speckle
ENSG00000144028.14	SNRNP200	protein_coding	-	101.75	89.04	Interior_Act2	52.52	42.27	Speckle
ENSG00000144029.11	MRPS5	protein_coding	-	28.48	24.92	Speckle	43.02	34.62	Speckle
ENSG00000144031.11	ANKRD53	protein_coding	+	0.21	0.18	Interior_Act1	0.96	0.77	Interior_Repr1
ENSG00000144034.14	TPRKB	protein_coding	-	22.34	19.55	Interior_Act2	14.28	11.49	Interior_Act1
ENSG00000144035.3	NAT8	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act3
ENSG00000144036.15	EXOC6B	protein_coding	-	17.73	15.51	Interior_Act2	6.51	5.24	Interior_Act3
ENSG00000144040.12	SFXN5	protein_coding	-	15.73	13.76	Interior_Act1	8.6	6.92	Interior_Act1
ENSG00000144043.11	TEX261	protein_coding	-	13.54	11.85	Interior_Act1	41.95	33.76	Interior_Repr1
ENSG00000144045.13	DQX1	protein_coding	-	0.41	0.36	Speckle	0.13	0.1	Speckle
ENSG00000144048.10	DUSP11	protein_coding	-	10.26	8.98	Interior_Act2	18.4	14.81	Interior_Act1
ENSG00000144057.15	ST6GAL2	protein_coding	-	9.4	8.23	Near_Lm2	0.38	0.31	Interior_Repr2
ENSG00000144061.12	NPHP1	protein_coding	-	1.48	1.3	Interior_Act2	4.8	3.86	Interior_Act2
ENSG00000144063.3	MALL	protein_coding	-	2.07	1.81	Interior_Act2	2.59	2.09	Interior_Act2
ENSG00000144115.16	THNSL2	protein_coding	+	2.45	2.14	Interior_Act2	0	0	Interior_Repr2
ENSG00000144118.13	RALB	protein_coding	+	8.92	7.8	Interior_Act1	24.93	20.07	Interior_Act1
ENSG00000144119.3	C1QL2	protein_coding	-	0.47	0.41	Interior_Act1	0	0	Interior_Repr1
ENSG00000144120.12	TMEM177	protein_coding	+	23.28	20.37	Interior_Act1	6.05	4.87	Interior_Repr2
ENSG00000144130.11	NT5DC4	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act1
ENSG00000144134.18	RABL2A	protein_coding	+	3.68	3.22	Interior_Repr1	14.7	11.83	Interior_Act1
ENSG00000144136.10	SLC20A1	protein_coding	+	56.15	49.13	Interior_Act2	66.16	53.24	Interior_Act1
ENSG00000144152.12	FBLN7	protein_coding	+	0.16	0.14	Interior_Act2	1.09	0.88	Interior_Act1
ENSG00000144161.12	ZC3H8	protein_coding	-	3.82	3.34	Interior_Act2	3.56	2.86	Interior_Act1
ENSG00000144182.16	LIPT1	protein_coding	+	5.84	5.11	Near_Lm1	3.85	3.09	Interior_Repr1
ENSG00000144191.11	CNGA3	protein_coding	+	0	0	Interior_Act2	0.3	0.24	Interior_Repr1
ENSG00000144199.11	FAHD2B	protein_coding	-	21.14	18.5	Near_Lm1	2.07	1.67	Interior_Repr1
ENSG00000144214.9	LYG1	protein_coding	-	0.46	0.4	Interior_Act2	1.25	1	Interior_Repr1
ENSG00000144218.18	AFF3	protein_coding	-	1.62	1.42	Near_Lm1	2.39	1.92	Interior_Act2
ENSG00000144224.16	UBXN4	protein_coding	+	34.48	30.17	Interior_Act3	36.89	29.69	Interior_Act3
ENSG00000144227.4	NXPH2	protein_coding	-	3.69	3.23	Interior_Act3	0	0	Lamina
ENSG00000144228.8	SPOPL	protein_coding	+	7.78	6.81	Interior_Act3	1.97	1.58	Interior_Repr2
ENSG00000144229.11	THSD7B	protein_coding	+	1.54	1.35	Lamina	0	0	Interior_Act3
ENSG00000144230.16	GPR17	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Act1
ENSG00000144231.10	POLR2D	protein_coding	-	43.28	37.87	Interior_Act1	7.89	6.35	Interior_Act1
ENSG00000144233.9	AMMECR1L	protein_coding	-	10.11	8.85	Interior_Act1	6.8	5.47	Interior_Act1
ENSG00000144278.14	GALNT13	protein_coding	+	5.17	4.53	Lamina	0	0	Lamina
ENSG00000144283.21	PKP4	protein_coding	+	47.26	41.35	Interior_Act3	19.2	15.45	Interior_Repr2
ENSG00000144285.19	SCN1A	protein_coding	-	1	0.88	Lamina	0.91	0.73	Lamina
ENSG00000144290.16	SLC4A10	protein_coding	+	0.2	0.18	Lamina	0	0	Lamina
ENSG00000144306.14	SCRN3	protein_coding	+	3.96	3.46	Interior_Act1	10.15	8.17	Interior_Act3
ENSG00000144320.13	LNPK	protein_coding	-	5.55	4.86	Interior_Act3	6.84	5.5	Interior_Repr2
ENSG00000144331.19	ZNF385B	protein_coding	-	1.96	1.71	Lamina	0.43	0.35	Interior_Repr2
ENSG00000144339.11	TMEFF2	protein_coding	-	1.99	1.74	Lamina	0.91	0.73	Interior_Act3
ENSG00000144354.13	CDCA7	protein_coding	+	43.18	37.79	Interior_Act1	0.22	0.18	Interior_Repr2
ENSG00000144355.14	DLX1	protein_coding	+	0	0	Interior_Act1	7.81	6.29	Interior_Act1
ENSG00000144357.16	UBR3	protein_coding	+	9.49	8.3	Interior_Act1	10.45	8.41	Interior_Act3
ENSG00000144362.11	PHOSPHO2	protein_coding	+	4.57	4	Interior_Act1	0.46	0.37	Interior_Act3
ENSG00000144366.15	GULP1	protein_coding	+	74.41	65.12	Interior_Act3	9.45	7.6	Interior_Act3
ENSG00000144369.12	FAM171B	protein_coding	+	19.44	17.01	Interior_Act3	1.7	1.37	Interior_Act3
ENSG00000144381.16	HSPD1	protein_coding	-	595.07	520.73	Interior_Act3	72.02	57.96	Interior_Act3
ENSG00000144395.17	CCDC150	protein_coding	+	17.11	14.97	Interior_Act3	1.84	1.48	Interior_Act3
ENSG00000144401.14	METTL21A	protein_coding	-	29.53	25.84	Interior_Act1	3.69	2.97	Interior_Act3
ENSG00000144406.18	UNC80	protein_coding	+	0.3	0.26	Interior_Act3	0	0	Lamina
ENSG00000144407.9	PTH2R	protein_coding	+	0.1	0.09	Lamina	0	0	Lamina
ENSG00000144410.4	CPO	protein_coding	+	0.69	0.61	Interior_Act1	0	0	Interior_Repr2
ENSG00000144426.18	NBEAL1	protein_coding	+	5.75	5.03	Interior_Act1	7.94	6.39	Interior_Act3
ENSG00000144445.16	KANSL1L	protein_coding	-	9.22	8.06	Interior_Act3	5.62	4.52	Lamina
ENSG00000144451.18	SPAG16	protein_coding	+	7.99	6.99	Lamina	11.16	8.99	Interior_Repr2
ENSG00000144452.14	ABCA12	protein_coding	-	0	0	Lamina	0	0	Interior_Repr2
ENSG00000144455.13	SUMF1	protein_coding	-	6.69	5.86	Interior_Act3	25.04	20.15	Interior_Repr2
ENSG00000144460.12	NYAP2	protein_coding	+	0	0	Lamina	0	0	Near_Lm2
ENSG00000144468.16	RHBDD1	protein_coding	+	12.42	10.87	Interior_Act3	14.3	11.51	Interior_Act3
ENSG00000144476.5	ACKR3	protein_coding	+	0.75	0.66	Interior_Act2	0.36	0.29	Interior_Repr2
ENSG00000144481.16	TRPM8	protein_coding	+	0.29	0.25	Near_Lm1	0.03	0.02	Interior_Repr2
ENSG00000144485.10	HES6	protein_coding	-	19.49	17.05	Interior_Act2	0.59	0.47	Interior_Act1
ENSG00000144488.14	ESPNL	protein_coding	+	0.71	0.62	Speckle	1.17	0.94	Interior_Act1
ENSG00000144504.15	ANKMY1	protein_coding	-	2.4	2.1	Interior_Act2	8.67	6.98	Interior_Act1
ENSG00000144524.17	COPS7B	protein_coding	+	33.41	29.24	Speckle	51.91	41.78	Interior_Act1
ENSG00000144535.19	DIS3L2	protein_coding	+	11.58	10.13	Interior_Act2	13.23	10.65	Interior_Repr1
ENSG00000144550.12	CPNE9	protein_coding	+	2.56	2.24	Interior_Act1	0.04	0.04	Interior_Act1
ENSG00000144554.10	FANCD2	protein_coding	+	41.76	36.54	Interior_Act1	2.84	2.28	Interior_Act1
ENSG00000144559.10	TAMM41	protein_coding	-	9.09	7.96	Interior_Act1	10.91	8.78	Interior_Act1
ENSG00000144560.14	VGLL4	protein_coding	-	24.21	21.19	Interior_Act1	19.74	15.89	Interior_Act1
ENSG00000144566.10	RAB5A	protein_coding	+	41.74	36.53	Interior_Act3	23.78	19.14	Interior_Repr2
ENSG00000144567.10	RETREG2	protein_coding	+	27.54	24.1	Interior_Act2	32.84	26.43	Speckle
ENSG00000144579.7	CTDSP1	protein_coding	+	10.9	9.54	Interior_Act1	59.8	48.13	Speckle
ENSG00000144580.13	CNOT9	protein_coding	+	43.62	38.17	Interior_Act2	18.03	14.51	Speckle
ENSG00000144583.4	MARCH4	protein_coding	-	1.57	1.38	Interior_Act1	9.22	7.42	Interior_Act1
ENSG00000144589.21	STK11IP	protein_coding	+	15.89	13.91	Near_Lm1	13.26	10.67	Speckle
ENSG00000144591.18	GMPPA	protein_coding	+	18.39	16.1	Interior_Act2	66.55	53.56	Speckle
ENSG00000144596.12	GRIP2	protein_coding	-	3.41	2.98	Interior_Act1	0.51	0.41	Interior_Repr1
ENSG00000144597.13	EAF1	protein_coding	+	14.38	12.58	Interior_Act1	3.13	2.52	Interior_Act1
ENSG00000144619.14	CNTN4	protein_coding	+	1.19	1.04	Lamina	0	0	Lamina
ENSG00000144635.8	DYNC1LI1	protein_coding	-	24.22	21.19	Interior_Act1	18.5	14.89	Interior_Act1
ENSG00000144642.21	RBMS3	protein_coding	+	3.71	3.24	Lamina	11.72	9.44	Interior_Act3
ENSG00000144644.14	GADL1	protein_coding	-	0.16	0.14	Interior_Act3	0.02	0.02	Interior_Act3
ENSG00000144645.13	OSBPL10	protein_coding	-	46.57	40.75	Interior_Act3	5.91	4.76	Interior_Repr2
ENSG00000144647.5	POMGNT2	protein_coding	-	7.28	6.37	Interior_Act1	4.71	3.79	Interior_Repr1
ENSG00000144648.15	ACKR2	protein_coding	+	0.05	0.04	Interior_Act1	0.25	0.2	Interior_Repr1
ENSG00000144649.8	FAM198A	protein_coding	+	4.25	3.72	Interior_Act1	0	0	Interior_Repr1
ENSG00000144655.14	CSRNP1	protein_coding	-	3.81	3.33	Interior_Repr2	4.41	3.55	Interior_Repr1
ENSG00000144659.12	SLC25A38	protein_coding	+	22.14	19.38	Interior_Repr2	17.73	14.27	Interior_Repr1
ENSG00000144668.11	ITGA9	protein_coding	+	2.71	2.38	Interior_Repr2	0	0	Interior_Repr2
ENSG00000144671.10	SLC22A14	protein_coding	+	0.1	0.09	Interior_Act1	0.16	0.13	Interior_Repr1
ENSG00000144674.16	GOLGA4	protein_coding	+	41.06	35.93	Interior_Act3	9.98	8.03	Interior_Act1
ENSG00000144677.14	CTDSPL	protein_coding	+	22.64	19.81	Interior_Act1	6.78	5.46	Interior_Repr1
ENSG00000144681.10	STAC	protein_coding	+	9.74	8.52	Lamina	0.43	0.35	Interior_Repr2
ENSG00000144711.15	IQSEC1	protein_coding	-	15.49	13.55	Interior_Act1	7.55	6.08	Interior_Repr1
ENSG00000144712.12	CAND2	protein_coding	+	4.69	4.1	Interior_Act1	1.83	1.47	Interior_Repr1
ENSG00000144713.12	RPL32	protein_coding	-	1096.7	959.7	Interior_Act1	1923.32	1547.86	Interior_Repr1
ENSG00000144724.19	PTPRG	protein_coding	+	51.63	45.18	Interior_Act3	5.67	4.56	Interior_Act1
ENSG00000144730.17	IL17RD	protein_coding	-	26.24	22.96	Interior_Act1	0.02	0.02	Interior_Repr2
ENSG00000144736.13	SHQ1	protein_coding	-	18.46	16.16	Interior_Act1	4.5	3.63	Interior_Act2
ENSG00000144741.17	SLC25A26	protein_coding	+	16.11	14.1	Interior_Act3	6.87	5.53	Interior_Repr2
ENSG00000144744.16	UBA3	protein_coding	-	52.51	45.95	Interior_Repr1	32.09	25.82	Interior_Repr2
ENSG00000144746.6	ARL6IP5	protein_coding	+	16.14	14.12	Interior_Repr1	32.81	26.41	Interior_Repr2
ENSG00000144747.16	TMF1	protein_coding	-	9.81	8.59	Interior_Repr1	17.51	14.09	Interior_Repr2
ENSG00000144749.13	LRIG1	protein_coding	-	41.95	36.71	Interior_Act3	1.25	1	Interior_Repr2
ENSG00000144771.7	LRTM1	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Act1
ENSG00000144785.8	AC073896.1	protein_coding	-	2.24	1.96	Speckle	0	0	Speckle
ENSG00000144791.9	LIMD1	protein_coding	+	15.92	13.93	Speckle	2.48	2	Interior_Act1
ENSG00000144792.9	ZNF660	protein_coding	+	6.99	6.12	Interior_Act2	0.46	0.37	Interior_Repr1
ENSG00000144802.11	NFKBIZ	protein_coding	+	13.17	11.52	Interior_Repr1	32.53	26.18	Interior_Act1
ENSG00000144810.15	COL8A1	protein_coding	+	0.67	0.58	Near_Lm2	37.51	30.19	Interior_Act1
ENSG00000144815.15	NXPE3	protein_coding	+	12.2	10.68	Interior_Repr1	8.91	7.17	Interior_Act1
